SpeciesBROAD,GroupName,PTD00023,PTD00001,PTD00002,PTD00003,PTD00004,PTD00005,PTD00006,PTD00007,PTD00008,PTD00009,PTD00010,PTD00011,PTD00012,PTD00013,PTD00014,PTD00015,PTD00016,PTD00017,PTD00018,PTD00019,PTD00020,PTD00021,PTD00022,PTD00024,PTD00025,PTD00026,PTD00027,PTD00028,PTD00029,PTD00030,PTD00031,PTD00032,PTD00033,PTD00034,PTD00035,PTD00036,PTD00037,PTD00038,PTD00039,PTD00040,PTD00041,PTD00042,PTD00043,PTD00044,PTD00045,PTD00046,PTD00047,PTD00048,PTD00049,PTD00050,PTD00051,PTD00052,PTD00053,PTD00054,PTD00055,PTD00056,PTD00057,PTD00058,PTD00059,PTD00060,PTD00061,PTD00062,PTD00063,PTD00064,PTD00065,PTD00066,PTD00067,PTD00068,PTD00069,PTD00070,PTD00071,PTD00072,PTD00073,PTD00074,PTD00075,PTD00076,PTD00077,PTD00078,PTD00079,PTD00080,PTD00081,PTD00082,PTD00083,PTD00084,PTD00085,PTD00086,PTD00087,PTD00088,PTD00089,PTD00090,PTD00091,PTD00092,PTD00093,PTD00094,PTD00095,PTD00096,PTD00097,PTD00098,PTD00099,PTD00100,PTD00101,PTD00102,PTD00103,PTD00104,PTD00105,PTD00106,PTD00107,PTD00108,PTD00109,PTD00110,PTD00111,PTD00112,PTD00113,PTD00114,PTD00115,PTD00116,PTD00117,PTD00118,PTD00119,PTD00120,PTD00121,PTD00122,PTD00123,PTD00124,PTD00125,PTD00126,PTD00127,PTD00128,PTD00129,PTD00130,PTD00131,PTD00132,PTD00133,PTD00134,PTD00135,PTD00136,PTD00137,PTD00138,PTD00139,PTD00140,PTD00141,PTD00142,PTD00143,PTD00144,PTD00145,PTD00146,PTD00147,PTD00148,PTD00149,PTD00150,PTD00151,PTD00152,PTD00153,PTD00154,PTD00155,PTD00156,PTD00157,PTD00158,PTD00159,PTD00160,PTD00161,PTD00162,PTD00163,PTD00164,PTD00165,PTD00166,PTD00167,PTD00168,PTD00169,PTD00170,PTD00171,PTD00172,PTD00173,PTD00174,PTD00175,PTD00176,PTD00177,PTD00178,PTD00179,PTD00180,PTD00181,PTD00182,PTD00183,PTD00184,PTD00185,PTD00186,PTD00187,PTD00188,PTD00189,PTD00190,PTD00191,PTD00192,PTD00193,PTD00194,PTD00195,PTD00196,PTD00197,PTD00198,PTD00199,PTD00200,PTD00201,PTD00202,PTD00203,PTD00204,PTD00205,PTD00206,PTD00207,PTD00208,PTD00209,PTD00210,PTD00211,PTD00212,PTD00213,PTD00214,PTD00215,PTD00216,PTD00217,PTD00218,PTD00219,PTD00220,PTD00221,PTD00222,PTD00223,PTD00224,PTD00225,PTD00226,PTD00227,PTD00228,PTD00229,PTD00230,PTD00231,PTD00232,PTD00233,PTD00234,PTD00235,PTD00236,PTD00237,PTD00238,PTD00239,PTD00240,PTD00241,PTD00242,PTD00243,PTD00244,PTD00245,PTD00246,PTD00247,PTD00248,PTD00249,PTD00250,PTD00251,PTD00252,PTD00253,PTD00254,PTD00255,PTD00256,PTD00257,PTD00258,PTD00259,PTD00260,PTD00261,PTD00262,PTD00263
Presbytis_thomasi,OWM_Cercopithecidae_Presbytis_thomasi,,8.814330423,4.289500077,Trichromatic,Unimale/Multimale,3.95,,,,,,,,,6.73,6.77,6.69,D,Folivore_frugivore,AR,3,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,56,1497,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Procolobus_verus,OWM_Cercopithecidae_Procolobus_verus,1.02,8.400659375,3.96271612,Trichromatic,Pair/Unimale/Multimale,0,,,,,,,,,4.45,4.7,4.2,D,Folivore,AR,2,,Forest,52.6,51.63,4700,4200,1.119,,2,3.3,1.65,,167.84,,,7,1868.9,25.3,1312.8,1560.7,0.56,1.212,1.4353,13.5,79.5,,2.005,,,,6.7,Polygynandry,Polygynandry,,,,,,,,,,,,,Polygynous,Yes,,,7.8,4700,4200,1.119,14.9,7.43,2.005,4700,,,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propithecus_candidus,STR_Indriidae_Propithecus_candidus,,,,Polymorphic,,,,,,,,,,,5.685,,,D,Folivore_frugivore,AR,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propithecus_coronatus,STR_Indriidae_Propithecus_coronatus,,,,Polymorphic,,,,,,,,,,,3.9,,,D,Folivore,AR,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propithecus_deckenii,STR_Indriidae_Propithecus_deckenii,,8.169619562,3.406184923,Polymorphic,,,,,,,,,,,2.78,2.93,2.63,D,,AR,4,1,Forest,30.15,28.95,3430,3633.3,0.944,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propithecus_perrieri,STR_Indriidae_Propithecus_perrieri,,,,Polymorphic,Pair/Multimale,,,,,,,,,,4.41,4.22,4.44,D,Folivore_frugivore,AR,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pygathrix_cinerea,OWM_Cercopithecidae_Pygathrix_cinerea,,,,Trichromatic,Unimale/Multimale,,,,,,,,,,9.98,11.5,8.45,D,Folivore,AR,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pygathrix_nigripes,OWM_Cercopithecidae_Pygathrix_nigripes,,,,Trichromatic,Unimale,0.14,,,,,,,,,9.88,11.05,8.7,D,Folivore_frugivore,AR,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhinopithecus_strykeri,OWM_Cercopithecidae_Rhinopithecus_strykeri,,,,,,,,,,,,,,,11.25,14,8.5,D,Folivore,BOTH,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguinus_bicolor,PLA_Callitrichidae_Saguinus_bicolor,2,,,Polymorphic,Multimale,,,,,,,,,,0.43,0.428,0.43,D,Frugivore,AR,5,1,Forest,,,428,430,0.995,7.5,,,,,160,,228,-1.74,1299.9,26.2,1446.9,1659.3,,,,,,,,,,,,,,,,,,,,,160,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,52,1447,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguinus_inustus,PLA_Callitrichidae_Saguinus_inustus,,,,Polymorphic,,,,,,,,,,,0.69,0.585,0.803,D,Frugivore,AR,1,2,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguinus_labiatus,PLA_Callitrichidae_Saguinus_labiatus,,6.253828812,2.303584593,Polymorphic,Multimale,,,,,,,,,,0.51,0.49,0.529,D,Omnivore,AR,1,2,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,147,227,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguinus_leucopus,PLA_Callitrichidae_Saguinus_leucopus,2,6.263398263,2.272125886,Polymorphic,Multimale,,,,,,,,,,0.49,0.494,0.49,D,Frugivore,AR,4,1,Forest,9.7,9.61,510,539,0.946,,,,,,142.5,,182.4,6.3,1436.6,23.1,1499.6,1576.2,,,,,,,,,,,,,,,,,,,,,142,,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,30.3,1500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguinus_martinsi,PLA_Callitrichidae_Saguinus_martinsi,,,,Polymorphic,Multimale,,,,,,,,,,0.5,,,D,Frugivore,AR,1,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguinus_mystax,PLA_Callitrichidae_Saguinus_mystax,1.93,6.369900983,2.406043801,Polymorphic,Unimale/Multimale,,,,,,,,,,0.53,0.522,0.545,D,Omnivore,AR,1,2,Forest,11.09,10.99,629.3,538,1.17,7,2.2,2,0.91,168.5,145,,240,-6.23,1948.5,25.6,1532.1,1569.1,0.21,1.85,3.5777,,,,,25,29.6,27.2,4.7,,,,,584,11.1,,,168,145,171,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,17.8,1532,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguinus_niger,PLA_Callitrichidae_Saguinus_niger,,5.926926026,2.249184316,Polymorphic,Multimale,,,,,,,,,,0.42,0.431,0.428,D,Frugivore,AR,3,1,Forest,9.48,9.62,380,370,1.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saguinus_ursulus,PLA_Callitrichidae_Saguinus_ursulus,,,,,,,,,,,,,,,,,,D,,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saimiri_cassiquiarensis,PLA_Cebidae_Saimiri_cassiquiarensis,,,,,,,,,,,,,,,0.88,0.887,0.875,D,Omnivore,AR,1,,Forest/Savanna/Shrubland/Wetlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saimiri_collinsi,PLA_Cebidae_Saimiri_collinsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saimiri_macrodon,PLA_Cebidae_Saimiri_macrodon,,,,,,,,,,,,,,,0.99,1.107,0.87,D,,AR,,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polygynandry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saimiri_ustus,PLA_Cebidae_Saimiri_ustus,,,,Polymorphic,Multimale,,,,,,,,,,0.86,0.921,0.799,D,Omnivore,AR,2,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saimiri_vanzolinii,PLA_Cebidae_Saimiri_vanzolinii,,,,Polymorphic,,,,,,,,,,,0.8,0.95,0.65,D,Omnivore,AR,3,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapajus_cay,PLA_Cebidae_Sapajus_cay,,,,Polymorphic,,,,,,,,,,,3.25,,,D,Omnivore,AR,1,1,Forest/Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapajus_flavius,PLA_Cebidae_Sapajus_flavius,,,,Polymorphic,,,,,,,,,,,2.35,2.95,2.15,D,Omnivore,AR,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapajus_libidinosus,PLA_Cebidae_Sapajus_libidinosus,,,,Polymorphic,Multimale,,,,,,,,,,2.54,3.1,1.975,D,Omnivore,AR,1,1,Forest/Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapajus_macrocephalus,PLA_Cebidae_Sapajus_macrocephalus,,,,Polymorphic,,,,,,,,,,,3.05,3.75,2.35,D,Omnivore,AR,,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapajus_nigritus,PLA_Cebidae_Sapajus_nigritus,,7.912423121,4.20573685,Polymorphic,,,,,,,,,,,3.7,,,D,Omnivore,AR,2,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapajus_robustus,PLA_Cebidae_Sapajus_robustus,,,,Polymorphic,Multimale,,,,,,,,,,3.05,,,D,Frugivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapajus_xanthosternos,PLA_Cebidae_Sapajus_xanthosternos,,7.799753318,4.191017449,Polymorphic,Multimale,,,,,,,,,,2.875,3.4,2.35,D,Omnivore,AR,5,1,Forest,66.09,64,2714.3,2166.7,1.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sciurocheirus_cameronensis,STR_Galagidae_Sciurocheirus_cameronensis,,,,,,,,,,,,,,,0.27,0.266,0.28,N,Omnivore,AR,1,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sciurocheirus_gabonensis,STR_Galagidae_Sciurocheirus_gabonensis,,,,Monochromatic,Solitary,,,,,,,,,,0.26,,,N,Frugivore,AR,1,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sciurocheirus_makandensis,STR_Galagidae_Sciurocheirus_makandensis,,,,,,,,,,,,,,,,,,D,,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semnopithecus_ajax,OWM_Cercopithecidae_Semnopithecus_ajax,,,,Trichromatic,,3.57,,,,,,,,,20.15,20.15,,D,Folivore_frugivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semnopithecus_hector,OWM_Cercopithecidae_Semnopithecus_hector,,,,Trichromatic,Unimale/Multimale,,,,,,,,,,15.3,17.6,13,D,Folivore,BOTH,2,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semnopithecus_hypoleucos,OWM_Cercopithecidae_Semnopithecus_hypoleucos,,,,Trichromatic,,,,,,,,,,,13.1,14.75,11.45,D,Folivore,BOTH,1,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10130,88.3,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semnopithecus_priam,OWM_Cercopithecidae_Semnopithecus_priam,,,,Trichromatic,Unimale/Multimale,5,,,,,,,,,,12.45,,D,Folivore_frugivore,BOTH,2,1,Forest/Shrubland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
