SpeciesBROAD,GroupName,PTD00023,PTD00001,PTD00002,PTD00003,PTD00004,PTD00005,PTD00006,PTD00007,PTD00008,PTD00009,PTD00010,PTD00011,PTD00012,PTD00013,PTD00014,PTD00015,PTD00016,PTD00017,PTD00018,PTD00019,PTD00020,PTD00021,PTD00022,PTD00024,PTD00025,PTD00026,PTD00027,PTD00028,PTD00029,PTD00030,PTD00031,PTD00032,PTD00033,PTD00034,PTD00035,PTD00036,PTD00037,PTD00038,PTD00039,PTD00040,PTD00041,PTD00042,PTD00043,PTD00044,PTD00045,PTD00046,PTD00047,PTD00048,PTD00049,PTD00050,PTD00051,PTD00052,PTD00053,PTD00054,PTD00055,PTD00056,PTD00057,PTD00058,PTD00059,PTD00060,PTD00061,PTD00062,PTD00063,PTD00064,PTD00065,PTD00066,PTD00067,PTD00068,PTD00069,PTD00070,PTD00071,PTD00072,PTD00073,PTD00074,PTD00075,PTD00076,PTD00077,PTD00078,PTD00079,PTD00080,PTD00081,PTD00082,PTD00083,PTD00084,PTD00085,PTD00086,PTD00087,PTD00088,PTD00089,PTD00090,PTD00091,PTD00092,PTD00093,PTD00094,PTD00095,PTD00096,PTD00097,PTD00098,PTD00099,PTD00100,PTD00101,PTD00102,PTD00103,PTD00104,PTD00105,PTD00106,PTD00107,PTD00108,PTD00109,PTD00110,PTD00111,PTD00112,PTD00113,PTD00114,PTD00115,PTD00116,PTD00117,PTD00118,PTD00119,PTD00120,PTD00121,PTD00122,PTD00123,PTD00124,PTD00125,PTD00126,PTD00127,PTD00128,PTD00129,PTD00130,PTD00131,PTD00132,PTD00133,PTD00134,PTD00135,PTD00136,PTD00137,PTD00138,PTD00139,PTD00140,PTD00141,PTD00142,PTD00143,PTD00144,PTD00145,PTD00146,PTD00147,PTD00148,PTD00149,PTD00150,PTD00151,PTD00152,PTD00153,PTD00154,PTD00155,PTD00156,PTD00157,PTD00158,PTD00159,PTD00160,PTD00161,PTD00162,PTD00163,PTD00164,PTD00165,PTD00166,PTD00167,PTD00168,PTD00169,PTD00170,PTD00171,PTD00172,PTD00173,PTD00174,PTD00175,PTD00176,PTD00177,PTD00178,PTD00179,PTD00180,PTD00181,PTD00182,PTD00183,PTD00184,PTD00185,PTD00186,PTD00187,PTD00188,PTD00189,PTD00190,PTD00191,PTD00192,PTD00193,PTD00194,PTD00195,PTD00196,PTD00197,PTD00198,PTD00199,PTD00200,PTD00201,PTD00202,PTD00203,PTD00204,PTD00205,PTD00206,PTD00207,PTD00208,PTD00209,PTD00210,PTD00211,PTD00212,PTD00213,PTD00214,PTD00215,PTD00216,PTD00217,PTD00218,PTD00219,PTD00220,PTD00221,PTD00222,PTD00223,PTD00224,PTD00225,PTD00226,PTD00227,PTD00228,PTD00229,PTD00230,PTD00231,PTD00232,PTD00233,PTD00234,PTD00235,PTD00236,PTD00237,PTD00238,PTD00239,PTD00240,PTD00241,PTD00242,PTD00243,PTD00244,PTD00245,PTD00246,PTD00247,PTD00248,PTD00249,PTD00250,PTD00251,PTD00252,PTD00253,PTD00254,PTD00255,PTD00256,PTD00257,PTD00258,PTD00259,PTD00260,PTD00261,PTD00262,PTD00263
Semnopithecus_schistaceus,OWM_Cercopithecidae_Semnopithecus_schistaceus,,,,Trichromatic,,,,,,,,,,,17,19.2,14.8,D,Folivore_frugivore,BOTH,1,1,Forest/Shrubland/Rocky.areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semnopithecus_vetulus,OWM_Cercopithecidae_Semnopithecus_vetulus,1.01,8.738254577,4.115616697,Trichromatic,Unimale,,,,,,,,,,7.03,8.17,5.9,D,Folivore_frugivore,AR,4,1,Forest/Rocky.areas,61.29,60.4,7371,5103,1.444,7.9,1,3.8,3.8,783.83,211,245.78,276,8.03,1434.1,25.8,1544.4,1644.5,0.02,,,28,60,,1.791,,,,,Harem Polygyny,Polygyny,,,5103,59.9,447,1,714,200,228,4,26.1,0.147,Polygynous,Yes,,,12,8170,5900,1.385,16.96,9.34,1.816,8170,,,8170,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,35,1544,0,5000,3876.04,72,19.16,60.59,15.41,90.42,150.81,107.24,43.57,2.85,339.24,1123.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simias_concolor,OWM_Cercopithecidae_Simias_concolor,,8.984066928,4.067658297,Trichromatic,Pair/Unimale,,,,,,,,,,7.97,9.15,6.8,D,Folivore,BOTH,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_dentatus,TAR_Tarsiidae_Tarsius_dentatus,1.01,,,Dichromatic,Pair/Unimale,,,,,,,,,,0.112,0.118,0.105,N,Insectivore,AR,3,1,Forest,,,,,,,,,,,,,,-1.16,2059.9,18.6,1813.5,1927.3,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_fuscus,TAR_Tarsiidae_Tarsius_fuscus,,,,,,,,,,,,,,,0.12,0.129,0.118,N,,AR,,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_lariang,TAR_Tarsiidae_Tarsius_lariang,,,,Dichromatic,Pair/Unimale,,,,,,,,,,0.11,0.118,0.102,N,Insectivore,AR,,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_pelengensis,TAR_Tarsiidae_Tarsius_pelengensis,,,,Dichromatic,,,,,,,,,,,0.16,,,N,Insectivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_pumilus,TAR_Tarsiidae_Tarsius_pumilus,,,,Dichromatic,,1.37,,,,,,,,,0.051,0.049,0.052,N,Insectivore,AR,,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_sangirensis,TAR_Tarsiidae_Tarsius_sangirensis,,,,Dichromatic,Pair/Multimale,,,,,,,,,,0.143,0.135,0.15,N,Insectivore,AR,4,1,Forest/Wetlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_spectrumgurskyae,TAR_Tarsiidae_Tarsius_spectrumgurskyae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_supriatnai,TAR_Tarsiidae_Tarsius_supriatnai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_tarsier,TAR_Tarsiidae_Tarsius_tarsier,,,,Dichromatic,Pair/Unimale,1.23,,,,,,,,,0.122,0.126,0.119,N,Insectivore,AR,3,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3.3,24,1,397,191,78,1.42,16,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_tumpara,TAR_Tarsiidae_Tarsius_tumpara,,,,,,,,,,,,,,,0.1,,,N,Insectivore,AR,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_wallacei,TAR_Tarsiidae_Tarsius_wallacei,,,,,Pair/Unimale,,,,,,,,,,0.107,0.115,0.1,N,Insectivore,AR,3,1,Forest/Wetlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_barbei,OWM_Cercopithecidae_Trachypithecus_barbei,,,,Trichromatic,Unimale,,,,,,,,,,6.4,,,D,,,,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_crepusculus,OWM_Cercopithecidae_Trachypithecus_crepusculus,,,,,,,,,,,,,,,6.65,6.9,6.4,D,Folivore_frugivore,AR,,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_delacouri,OWM_Cercopithecidae_Trachypithecus_delacouri,,,,Trichromatic,Unimale,0,,,,,,,,,8.175,8,7.5,D,Folivore,BOTH,5,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_ebenus,OWM_Cercopithecidae_Trachypithecus_ebenus,,,,,,,,,,,,,,,10.3,10.3,,D,,BOTH,4,1,Forest/Rocky.areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_geei,OWM_Cercopithecidae_Trachypithecus_geei,1.02,9.225228984,4.398146017,Trichromatic,Unimale/Multimale,0,,,,,,,,,10.15,10.8,9.5,D,Folivore,AR,4,1,Forest,81.3,,10800,9500,1.137,13.3,1.7,5.4,3.18,,,,,26.79,1479.1,17.6,1040.9,1243.1,2.22,,,,,,,,,,,,Polygyny,,,9500,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_germaini,OWM_Cercopithecidae_Trachypithecus_germaini,,,,Trichromatic,Multimale,,,,,,,,,,8.83,,,D,Folivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_hatinhensis,OWM_Cercopithecidae_Trachypithecus_hatinhensis,,,,Trichromatic,Unimale,,,,,,,,,,7.275,7.5,7.2,D,Folivore,BOTH,4,1,Forest/Rocky.areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_laotum,OWM_Cercopithecidae_Trachypithecus_laotum,,,,Trichromatic,Unimale,,,,,,,,,,7,7.5,6.5,D,Folivore,BOTH,4,1,Forest/Rocky.areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_leucocephalus,OWM_Cercopithecidae_Trachypithecus_leucocephalus,,,,,,,,,,,,,,,8.285,8.75,7.82,D,Folivore,BOTH,5,1,Forest/Shrubland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_margarita,OWM_Cercopithecidae_Trachypithecus_margarita,,,,,,,,,,,,,,,,,,D,Folivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_mauritius,OWM_Cercopithecidae_Trachypithecus_mauritius,,,,,,,,,,,,,,,,,,D,Folivore,AR,3,1,Forest/Wetlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_selangorensis,OWM_Cercopithecidae_Trachypithecus_selangorensis,,,,,,,,,,,,,,,,,,D,Folivore,AR,,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus_shortridgei,OWM_Cercopithecidae_Trachypithecus_shortridgei,,,,Trichromatic,,,,,,,,,,,,,,D,Folivore,AR,4,1,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allenopithecus_nigroviridis,OWM_Cercopithecidae_Allenopithecus_nigroviridis,1.01,8.44569719,4.060787779,Trichromatic,Multimale,,Absent,Overlap,Low,Polygynandrous,,,,,5.3,6.13,3.18,D,Frugivore,BOTH,1,,Forest/Wetlands,58.02,53.7,6130,3180,1.928,,,,,,,106.15,276,-0.17,1574,25.2,1517.8,1589.4,,,,,,,2.21,,,,,,Polygynandry,Sexbiased,Yes,,,,,,,108,,27,,Multimale,No,,,35,6130,3180,1.928,18.41,8.33,2.21,6130,16.96,5000,5753,0,0,0,0,0,0,0,0,1,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ateles_belzebuth,PLA_Atelidae_Ateles_belzebuth,1.02,9.007856923,4.76234486,Polymorphic,Multimale,2.53,Absent,Overlap,Low,Polygynandrous,,,,No,8.07,8.26,7.88,D,Frugivore,AR,4,1,Forest,117.02,112.75,7850,8484.4,0.925,22.125,4.25,8.75,2.06,1095,184,,336,-0.44,2270.1,25.8,1493.3,1513,2.28,2.3,1.3499,82.7,9,0.4,,18.97,23.53,54.73,2.73,Polygynandry,Polygynandry,Sexbiased,Yes,8484,112.7,,,,217.5,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,57.5,1493,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ateles_fusciceps,PLA_Atelidae_Ateles_fusciceps,1,9.107753783,4.738301499,Polymorphic,Multimale,,Absent,Overlap,Low,Polygynandrous,226,486,0.68,,9.03,8.89,9.16,D,Frugivore,AR,5,1,Forest,114.24,108.74,8890,9160,0.971,,,,,882,227,410,552,,,,,,,,,,,,,,,,,Polygynandry,Polygynandry,Sexbiased,,9160,108.7,,,882,228,577,5.12,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ateles_geoffroyi,PLA_Atelidae_Ateles_geoffroyi,1.01,8.927314111,4.654817126,Polymorphic,Multimale,11,Absent,Overlap,Low,Polygynandrous,225,750,0.77,No,7.54,7.45,7.64,D,Frugivore,AR,4,1,Forest,105.09,109.59,7780,7290,1.067,15,,4.1,,1048.15,232,816.35,327.6,12.38,1539.3,24.3,1344.1,1624.9,0.73,1.7,1.7633,76.8,14.9,1.4,1.579,33.5,32.6,24.1,9.8,Polygynandry,Polygynandry,Sexbiased,,7290,103.4,490.3,1,1055,228,790,7,47.1,0.93,Multimale,No,,,31.9,7450,7640,1.067,11.51,7.29,1.579,7780,13.4,7940,7723,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,29,1344,1,,,,,,,,,,,,,,2.7,19.7,,4,96223.5,1833.67,12438,1482,5334,79946,90.4,2.19,1625,324,4950,4950,732,1366,59868,30930,30.5,2930,629,860,807,52.8,204,3441.5,135.5,,,3.6,3.3,3.56,200,362,270,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ateles_paniscus,PLA_Atelidae_Ateles_paniscus,1,9.021598247,4.64294755,Polymorphic,Multimale,3.34,Absent,Overlap,Low,Polygynandrous,230,760,0.77,No,8.28,8.49,8.07,D,Frugivore,AR,3,1,Forest,103.85,101.2,8490,8070,1.052,18.2,4,2.3,0.58,1072.18,229,805.41,453.6,2.06,1576.9,25.6,1456.6,1696.9,1.36,2.4,1.8238,79.8,7.9,0.1,1.567,,,,0.9,Polygynandry,Polygynandry,Sexbiased,,8070,110.9,452.5,1,1459,228,1094,5,46,0.83,Multimale,No,1.6,5,38.5,9110,8440,1.079,12.11,7.73,1.567,9110,64.23,9110,9110,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,53,1457,1,,,,,,,,,,,,,,,,,,90700,,10366.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brachyteles_arachnoides,PLA_Atelidae_Brachyteles_arachnoides,1.02,9.087042156,4.759777904,Polymorphic,Multimale,,Absent,Overlap,Low,Polygynandrous,233,638,0.73,No,8.84,9.61,8.07,D,Folivore_frugivore,AR,4,1,Forest,116.72,115.94,9610,8070,1.191,20.9,7,7.1,1.01,1028.69,232,734.82,,-22.66,1327,21.2,1243.5,1361.2,1.04,0.9,0.7821,20.8,67.1,0,1.336,27.8,9.7,61,1.6,Polygynandry,Polygynandry,Sexbiased,Yes,,,,,730,232,662,,40,,Multimale,No,,9.8,18,9610,8070,1.191,9.47,7.09,1.336,9610,,,9610,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
